,path_or_service_name,feedback
245,/income-tax-rates,"Looking for PPI refund I don't know how to claim got letter28june2022 saying am owed £540.06 still waiting please phone me 07833556503 thank you don't understand how to claim 
"
246,/income-tax-rates,"I invested 
I wanted to withdraw the money I invested,they askede to paid 502 tax before which I did paid it yet they still don't won't to release my money"
247,/claim-tax-refund/y/pay-from-a-previous-job/yes/unemployed-or-not-working/yes/yes/no/yes,"Trying to claim tax refund
I was told in letter I would receive a cheque…now being told it will be code calculated at next tax year"
248,/claim-tax-refund/y/a-pension,"Claiming refund on pension 
2 options given: private pension and UK pension but live abroad. I'm claiming on an NHS pension in the uk"
249,/claim-tax-refund/y/fuel-costs-or-work-clothing-for-your-job,"Clicked tax refund for fule and clothing for work. Clicked next step and then nothing... No button to move you through or confirm just a page which said you would like fule and clothing tax return.
[REMOVED] phone and chrome
Can't move through after the first page. No button to move through.
[REMOVED] phone and chrome"
250,/claim-tax-refund,"Attempting to claim back income tax charged on refund of interest paid
Could not find category for this"
251,/income-tax-rates,"Ive received a letter from you 10th August 22 saying i have paid too much tax and a cheque would be sent to me within 14 days of the date of this letter i have not received 
"
252,/claim-tax-refund/y/pay-from-a-previous-job/yes/starting-a-new-job-in-the-next-4-weeks/between-6-april-2021-and-5-april-2022/yes,"Wanting the form to apply for tax refund
Couldn’t proceed with application"
253,/claim-tax-refund/y/pay-from-a-previous-job/yes/starting-a-new-job-in-the-next-4-weeks/between-6-april-2021-and-5-april-2022/yes,"trying to claim a p800 refund
The page does not do anything after you have answered the questions"
254,/claim-tax-refund/y,"trying to claim refund
could not continue as my refund category was not shown"
255,/claim-tax-refund/y/a-pension,"Claiming a tax refund
Won’t go further than pension  - overpaid tax"
256,/income-tax-rates,"Government is problem. working hard and paying tax is not good for this bloody government. Working part time and claim benefits is very good. On £15000 income we paid more than 20% tax. Why we WORKING?
Amazon not paying tax, big company and rich people not paying tax but cleaner, carer and many other who doing dirty jobs, they paid more than 20% tax on their small income. You are dodgy!"
257,/claim-tax-refund/y/pay-from-a-previous-job/yes/unemployed-or-not-working,"Trying to get my tax back
Page won't let me find out if or what tax refund I'm due back"
258,/claim-tax-refund/y/pay-from-a-previous-job/yes/unemployed-or-not-working,"Attempting to claim my overpaid tax rebate stated on P800 from year ended 2021. Have attempted this several times with no success . Have written and telephoned to no avail too. 
Despite my passport and driving licence being correctly entered  twice it just states that I can not be identified. My driving licence however is not a photo card one but the original paper licence. However, I expect the details are the same. It is so frustrating after several attempts and it seems impossible to actually speak to someone in person. I would appreciate some help with this matter please as this has gone on for  18 months now and like most other people, are needing their refunds.  "
259,/claim-tax-refund/y/pay-from-your-current-job/between-6-april-2021-and-5-april-2022/yes,"Tax refund
Not taking me to next page"
260,/claim-tax-refund/y/pay-from-your-current-job/between-6-april-2021-and-5-april-2022/yes,"Won’t let me continue after answering the questions 
"
261,/claim-tax-refund/y/pay-from-your-current-job/between-6-april-2021-and-5-april-2022/no,"Triyng to claim overpaid income tax from the previous tax year.
I cannot get any help on this page."
262,/claim-tax-refund/y/pay-from-your-current-job/on-or-after-6-april-2022,"Unable to send message
not able to send this information no send button"
263,/claim-tax-refund/y/pay-from-your-current-job/between-6-april-2021-and-5-april-2022/yes,"Claiming a tax refund
Wouldn't progress through the screens, just got stuck after the first review "
264,/claim-tax-refund/y/a-pension/a-private-pension,"Trying to reclaim a notified tax overpayment
Your website doesn't cover my exact situation as a pensioner with civil service pension formerly on ISA until I was in receipt of state pension. Questions don't fit "
265,/claim-tax-refund/y/pay-from-your-current-job/between-6-april-2021-and-5-april-2022/yes,"Claiming my tax rebate
Do you have p800 yes no next stage"
266,/claim-tax-refund/y/pay-from-a-previous-job/yes/employee,"I have not given any personal information.
How do I progress my claim please?
The next page didn’t open"
267,/claim-tax-refund/y/pay-from-your-current-job/on-or-after-6-april-2022,"Trying to claim a tax refund 
Doesn’t take me to the next step"
268,/income-tax-reliefs/maintenance-payments-tax-relief,"Looking at tax relief
Please could you highlight the ALL as it is not totally clear. "
269,/claim-tax-refund/y,"Applying for tax overpaid
No section for income overtaxed from a discretionary trust"
270,/claim-tax-refund/y/pay-from-your-current-job/between-6-april-2021-and-5-april-2022/yes,"trying to claim my tax refund
i got to the 3rd question and there was no other way of continueing "
271,/claim-tax-refund/y/pay-from-your-current-job/between-6-april-2021-and-5-april-2022/yes,"Trying to claim a tax refund
 Would only allow me to step 3"
272,/claim-tax-refund/y/pay-from-your-current-job/between-6-april-2021-and-5-april-2022/yes,"Applying for tax refund.
No send for next step."
273,/government/publications/rates-and-allowances-income-tax/income-tax-rates-and-allowances-current-and-past,"Printing to PDF
The columns in the section ""Tax rates and bands"" are missing at the right hand edge"
274,/claim-tax-refund/y/pay-from-a-previous-job/yes/unemployed-or-not-working/no/no/yes,"Trying to claim travel expenses 
Not enough options on the page for contactors "
275,/claim-tax-refund/y/pay-from-a-previous-job/yes/unemployed-or-not-working/yes/yes/yes,"trying to claim overpaid tax
It told me to send my P45 to [REMOVED] but the reason why I have overpaid is that me tax code is wrong so giving my P45 to [REMOVED] isn't going to solve anything!!!!"
276,/claim-tax-refund/y/pay-from-your-current-job/between-6-april-2021-and-5-april-2022/yes,"applying for a tax rebate claim - as i have received p800 letter. 
i have completed the questions - but no next steps?? am going round in a loop to the same questions again?? how do i finish the claim??"
277,/claim-tax-refund/y/pay-from-your-current-job/between-6-april-2021-and-5-april-2022/yes,"Trying to claim a tax refund - I have a letter from HRMC telling me I have overpaid on my tax from april 2021 to april 2022
I keep going round in circles - no option to submit my information once I have answered the questions"
278,/claim-tax-refund/y/pay-from-your-current-job/between-6-april-2021-and-5-april-2022/yes,"[REMOVED] Refund 
Only submitted 3 questions and cannot go beyond question 3 Have you got a P800 letter from HMRC which i answered yet to "
279,/income-tax-rates,"you said £12570 is tax free income but in reality it is not, for £13000 income I paid tax for all £13000, when it should be just for the £430. according your web page my 20% tax should be on for £430. 
Is it really this country is GB? Is there really GREAT BRITISH PEOPLE? Or it's only just name left. Because great British people stealing food."
280,/claim-tax-refund/y/pay-from-your-current-job/between-6-april-2021-and-5-april-2022/yes,"Trying to claim an overpayment of tax
It’s not letting me progress"
281,/claim-tax-refund/y/a-pension/a-uk-pension-and-you-live-abroad,"trying to reclaim overpaid tax
After Q2 there is no ""next step"""
282,/claim-tax-refund/y/interest-from-savings-or-payment-protection-insurance-ppi/no,"Claim form R40 sent in march after numerous contact on phone with tax office still not sorted out?
Wish to make complain about this!"
283,/claim-tax-refund,"I am living in Japan where post mail takes more than 6 weeks to reach because of the war.  Informations you provide for us are not good enough.
Recently I recived a cheque as refund of TAX. But you should know that
any cheques from abroad cannot be changed into cash in Japan. 
I beliave many many Japanese are sufferring from this problem . Please help."
284,/claim-tax-refund/y/a-pension/a-private-pension/an-additional-lump-sum-or-cash-payment-such-as-drawdown/you-took-the-money-from-a-defined-contribution-scheme-for-example-drawdown/no/yes,"I don't know if anything is going to happen to my request - it has just repeated back what I have told you
No explanation as to what a P800 ist a "
285,/income-tax-rates,"Here's a reminder of [REMOVED] and [REMOVED]'s clash on windfall tax during her first [REMOVED]'s Questions earlier today
[REMOVED] leader challenged Truss on her stance of being against extra taxation on energy company profits.
Truss said she was against a windfall tax because she believes it puts off companies investing in the UK.
BLOODY LIZ WHEN POOR family,cleaner,carer and who doing dirty jobs, they paying too much tax then you do not have problem.

And main point TAX SHOULD BE ON income not on how many part time job people doing. [REMOVED] Up to £12,570 0%/// that mean IT IS NO-NO-NO-NO TAX."
286,/claim-tax-refund/y/pay-from-a-previous-job/yes/unemployed-or-not-working/no/no/no,"Claiming a tax refund 
I couldn't send it "
287,/claim-tax-refund/y/pay-from-your-current-job/between-6-april-2021-and-5-april-2022/yes,"Trying to claim a tax refund
Won’t let me go any further"
288,/claim-tax-refund/y/pay-from-your-current-job/between-6-april-2021-and-5-april-2022/yes,"I'm trying to claim the tax refund as per my P800 letter, on WWW.gov.uk/p800refund
After filling the correct answers, The website doesn't give me the option to claim the refund, keeps telling the P800 letter will tell me how to claim, and then goes other page, useless"
289,/claim-tax-refund/y/a-pension-or-a-lump-sum-from-a-pension/a-private-pension/a-lump-sum-or-cash-such-as-drawdown/as-cash-from-a-defined-contribution-scheme-for-example-lump-sum-or-drawdown/yes/yes,"This page came up unexpetdly
Just do not know why this page came up"
290,/claim-tax-refund/y/fuel-costs-or-work-clothing-for-your-job,"Applying for a tax refund
1st step asked to choose between two options but there wasn't any options to choose from"
291,/government/publications/rates-and-allowances-income-tax,"Am working at paradisehope 
My first pay was taxed its my first salary and I dnt have the tax code"
292,/claim-tax-refund/y,"I would like to get some help creating an account on the HMRC app
It’s always saying that my details are wrong"
293,/claim-tax-refund/y/a-pension,"trying to correct the figure HMRC has for my satate pension 2012/22
it only allows options for private pension or UK pension living abroad. Not UK resident and state pension."
294,/claim-tax-refund/y/pay-from-your-current-job/between-6-april-2021-and-5-april-2022/yes,"I received p/800 letter on 27/6/22 informing me I was owed £582.00 and I would receive a cheque 6 weeks later. 
I haven't received the cheque.  The cost of calling HMRC is extortionate. "
295,/claim-tax-refund,"Trying to find out what has happened to my refund
could not get any information"
296,/claim-tax-refund/y/fuel-costs-or-work-clothing-for-your-job,"Trying to access tax refund for working from home
Won't allow you to navigate away from your answer page only option is start again or change your answer "
297,/government/publications/rates-and-allowances-income-tax/income-tax-rates-and-allowances-current-and-past,"It is not me I don't no what happens 
Please help meadow "
298,/claim-tax-refund/y,"I am not me I don't what happens 
Please help my phone appointment sometime me "
299,/claim-tax-refund/y/pay-from-your-current-job/between-6-april-2021-and-5-april-2022/yes,"I have followed all the instructions and i keep getting  sent back to the start page
as above"
300,/claim-tax-refund/y/pay-from-a-previous-job/yes/unemployed-or-not-working/no/no/yes,"trying to claim a tax refund which you sent me because i am now retired and this will not let me do this.
filled in relevent questions but then sent me back to original page. perhaps it would be easier for you to send me a cheque. the other way seems very long winded."
301,/claim-tax-refund/y/pay-from-your-current-job/between-6-april-2021-and-5-april-2022/yes,"claiming tax refund
no conclusion/ending, nowhere to press completed"
302,/claim-tax-refund/y/pay-from-your-current-job/on-or-after-6-april-2022,"I need to contact this page 
No contact information "
303,/income-tax-rates,"I am paying income tax and council tax. I have received harassment  call from more than 20 different  numbers, some people stalk me. I did police complained but police can not helped me because of dogie government rules, Murder,rape, (child raper criminal are walking free in GB), harassment, stalk, stabbing, acid attack these all crime is normal in GB now. Police are being stabbed and died but those criminal are free and laughing. Such a shame on this government  
"
304,/claim-tax-refund/y/pay-from-your-current-job/between-6-april-2021-and-5-april-2022/yes,"trying to complete my [REMOVED]
It wouldn't go to the next page after confirming i had a P800 letter "
305,/claim-tax-refund/y/pay-from-your-current-job/between-6-april-2021-and-5-april-2022/yes,"claiming a refund
not letting me move on to next page"
306,/claim-tax-refund/y/pay-from-your-current-job/between-6-april-2021-and-5-april-2022/yes,"Trying to claim an income tax refund
Completed the 3 questions & then no option to proceed"
307,/claim-tax-refund/y/pay-from-your-current-job/between-6-april-2021-and-5-april-2022/yes,"Tax returns 
Stopped at question 3"
308,/claim-tax-refund/y/pay-from-your-current-job/between-6-april-2021-and-5-april-2022/yes,"Responded to the questions 
Nothing to indicate what to do next"
309,/claim-tax-refund/y/pay-from-a-previous-job/yes/unemployed-or-not-working/no/no/yes,"Trying to claim £821.78 online because I have overpaid tax in a previous year - it doesn't have the facility to put that I have retired and said it would be dealt with within my tax code but I want to receive the funds into my account
The form is not correct for claiming my overpaid tax online"
310,/income-tax,"I want to apply for UTR numbers 
"
311,/claim-tax-refund/y/pay-from-a-job/between-6-april-2021-and-5-april-2022/yes,"Claiming my tax refund
No response after question 3 or what next going forward"
312,/claim-tax-refund/y/pay-from-a-job/between-6-april-2021-and-5-april-2022/yes,"Claim tax refund 
No option to go further after 3 questions "
313,/claim-tax-refund/y/pay-from-a-job/between-6-april-2021-and-5-april-2022/yes,"Claiming tax owed
Nothing to progress after 3 questions"
314,/claim-tax-refund/y/pay-from-a-job/between-6-april-2021-and-5-april-2022/yes,"Trying claim my tefund
Refers me back to the letter on how to claim. The letter refers me to this page!!!!???????"
315,/income-tax-rates,"Reading it
It says 

“your first £1,000 of income from property you rent (unless you’re using the Rent a [REMOVED])”

Which is incorrect.  It should say

“ your first £1,000 of income from property you rent out (unless you’re using the Rent a [REMOVED])”"
316,/claim-tax-refund/y/pay-from-a-job/between-6-april-2021-and-5-april-2022/no,"Trying to see if i was due a tax refund
Frozen screen"
317,/claim-tax-refund/y,"Trying to find appropriate awnser 
Doesn’t have the correct suggestion I need eis claim "
318,/claim-tax-refund,"I have received a link with this information 

GΟV−UK: Your tax refund is ready to claim now. Your reference no. is 78430, to claim this please fill out the form via: mytax-claim-application.com
I want to know if that's a legal link or not"
319,/claim-tax-refund/y,"Trying to find out what i may be able to claim for.
I at an age of78 years now,dont now about claiming for anything ,its all to complicated now days,cant get through to you on the phone,every is forms to fill in"
320,/claim-tax-refund/y/pay-from-a-job/on-or-after-6-april-2022/current-job,"I wanted to know how I would get my overpaid tax back
The guidance is helpful to know I'll get it in my pay but I don't know when"
321,/income-tax,"Jest lookin'
I found information that is disingenuous: ""You do not pay tax on things like:
the first £1,000 of income from self-employment - this is your ‘trading allowance’"". Yes, this is true, but you do not inform the reader that if they claim this, they cannot claim business expenses and if they do not claim it, they can. The information is therefore aimed at deceiving people into thinking they are getting a benefit when they aren't and fraudulently trying to increase tax received."
322,/claim-tax-refund/y/pay-from-a-job,"I am trying to get tax refund  for tax year 21/22.This is very frustrating .!!
I have tried by telephone (6hrs in total)
Whilst waiting to be answered.as I had no success
I have since tried to resolve issue on line &still no further on with situation.
Please can you help.
"
323,/claim-tax-refund/y/job-expenses-such-as-working-from-home-fuel-work-clothing-or-tools,"Trying to claim tax back for my mileage from 2021
It says page cannot be found. Tried several times. Liz's doing no doubt. I guess you have to be a banker or billion dollar company to get tax relief now. "
324,/claim-tax-refund/y/interest-from-savings-or-payment-protection-insurance-ppi/yes,"Claims  for private tax repayment 
Didn't come up "
325,/claim-tax-refund/y/pay-from-a-job/between-6-april-2021-and-5-april-2022/yes,"Trying to receive my tax refund £417.40
I wasn't able to achieve requesting the payment."
326,/income-tax-reliefs/maintenance-payments-tax-relief,"Looking at the te
It says if you were born before 6th April 1935. Shouldn't it say after 6th April 1935. What 87 year old has a child under the age of 21? Might be a mistake?"
327,/claim-tax-refund/y/pay-from-a-job/between-6-april-2021-and-5-april-2022/yes,"Trying to claim a tax refund , as i had a letter informing me i was due one . 
Answered 3 questions then no prompt to do anything else "
328,/claim-tax-refund,"Trying to get my money back from being emergency taxed when I don’t get paid enough to be taxed so I should get that money back
I couldn’t find anything that could help me with how I could solve this "
329,/claim-tax-refund/y/pay-from-a-job/between-6-april-2021-and-5-april-2022/yes,"Trying to claim a tax refund as advised by my P800 letter
No link to proceed to claim - just cycles round to https://www.gov.uk/tax-overpayments-and-underpayments/if-youre-due-a-refund"
330,/claim-tax-refund/y/a-pension,"I am trying to get back overpaid tax for yr 2021-2022 as advised by HMRC
I cant get beyond question ""what did you pay too much tax on"""
331,/claim-tax-refund/y,"It is impossible to try and claim my tax rebate on line. Waste of time 
Everything you go round in circles "
332,/claim-tax-refund/y/pay-from-a-job/between-6-april-2021-and-5-april-2022/yes,"Claiming tax refund 
Unable to fill in the form "
333,/claim-tax-refund/y/pay-from-a-job/on-or-after-6-april-2022/current-job,"Hi there,

I have been paying almost double the income taxes I used to pay for the last three months. I tried to claim a refund online.
I've been calling HMRC for the last few months but never been able to reach anyone, so I tried to just claim a refund. However, the website just indicated me to call you. I also tried to create a personal account, but couldn't do it. I need an email address to contact HMRC."
334,/claim-tax-refund/y/pay-from-a-job/between-6-april-2021-and-5-april-2022/no,"this page does not do anything?! Have I even submitted a claim? Who knows as it does not tell you.
I don't even know if I have submitted a claim?

"
335,/claim-tax-refund/y/income-from-a-pension-annuity/no,"State pension and 3 small private and company pensions
On 7.7.2021 I had a refund of tax for 2020-2021.  I am still paying a small amount of tax but have not had refund for 2021-2022.  Please let me know when I can expect this.
"
336,/claim-tax-refund/y/pay-from-a-job/between-6-april-2021-and-5-april-2022/yes,"Trying to claim refund online 
Can’t get beyond this page "
337,/claim-tax-refund/y/job-expenses-such-as-working-from-home-fuel-work-clothing-or-tools,"Claiming a tax refund for working at home 
This page doesn't have a next step option?"
338,/claim-tax-refund/y/pay-from-a-job/between-6-april-2021-and-5-april-2022/no,"Try to claim back Money you taxed incorrectly 
You didn't ask the right question "
339,/income-tax-rates,"Reading the page and comparing with:- https://www.gov.uk/guidance/rates-and-thresholds-for-employers-2022-to-2023
Basic rate tax band is wrong and different to other .gov pages, this page states 20% Basic rate	band £12,571 to £50,270, other pages 20% Basic rate band £12,571 to £37,700, this is a big error."
340,/claim-tax-refund/y/a-redundancy-payment,"Claiming a tax refund.
you cannot go further than page 2"
341,/claim-tax-refund,"trying to claim a refund online
There was only one question, and nothing asked for my name/national insurance number etc"
342,/claim-tax-refund,"I wanted to claim online for a refund to my bank by BACS as form P800 says I can
 there was nowhere to put bank details for online refund within my personal HMRC account"
343,/claim-tax-refund/y/a-pension/a-uk-pension-and-you-live-abroad,"trying to claim a p53 for a UK pension when living aboard
the form completed 2 steps and then hung."
344,/claim-tax-refund/y/pay-from-a-job/between-6-april-2021-and-5-april-2022/yes,"trying to claim a tax refund
there was no button to 'continue' - just keep going in circles"
345,/claim-tax-refund/y/a-pension/a-private-pension/the-regular-income-from-your-pension,"Trying to obtain a tax refund online
After answering 3 questions about overpayment of tax on pensions, there was no enter button on screen. I have received a p800 which informed me I had overpaid tax and I could claim refund online."
346,/claim-tax-refund/y/job-expenses-such-as-working-from-home-fuel-work-clothing-or-tools,"Trying to claim a tax rebate
There was no next on the page.  Wouldn't let me advance to make the claim"
347,/claim-tax-refund/y/a-redundancy-payment,"I am trying to claim a refund for my redundancy claim.
£77 was deducted from my claim due to benefits I could claim, however I haven't received any benefits during this period of time
Number of my claimLN10265647"
348,/claim-tax-refund/y/pay-from-a-job/on-or-after-6-april-2022/current-job,"Filling a refund form
How do I submit the form?"
349,/claim-tax-refund/y/pay-from-a-job/between-6-april-2021-and-5-april-2022/yes,"I am trying to process a tax refund claim on line,
I have selected my options, but the online page has no further option to proceed with the claim, so I can go no further. It's an IT fault no recoverable by ""switching it off and switching it back on again..."""
350,/claim-tax-refund/y/job-expenses-such-as-working-from-home-fuel-work-clothing-or-tools,"looking to claim back tax for working from home during coronavirus
the website keeps crashing when i attempt to start form it will not allow me to progress from reasoning selection at the start"
351,/claim-tax-refund/y/pay-from-a-job/between-6-april-2021-and-5-april-2022/yes,"Completing claim online
Can’t get past this page"
352,/claim-tax-refund/y/pay-from-a-job/between-6-april-2021-and-5-april-2022/no,"trying to claim a refund
after i complete 3 questions it goes back to the start page"
353,/claim-tax-refund/y/pay-from-a-job/between-6-april-2021-and-5-april-2022/yes,"Claiming a tax refund
No green button to take to next page after completing the three steps "
354,/claim-tax-refund/y/pay-from-a-job/between-6-april-2021-and-5-april-2022/yes,"trying to get a tax refund
cant get passed first page no next tab"
355,/claim-tax-refund/y/pay-from-a-job/between-6-april-2021-and-5-april-2022/yes,"I had a p800 was filling out the info 
I answered 3questions and then nothing . I could not proceed"
356,/claim-tax-refund/y/pay-from-a-job/between-6-april-2021-and-5-april-2022/yes,"trying to claim a refund
it took my answers and then didn't move on to the next page "
357,/claim-tax-refund/y/pay-from-a-job/between-6-april-2021-and-5-april-2022/yes,"trying to claim a refund
it colected my answers and didnt move onto the refund page"
358,/claim-tax-refund/y/pay-from-a-job/between-6-april-2021-and-5-april-2022/yes,"refund
it wont move on from this page"
359,/claim-tax-refund/y/pay-from-a-job/between-6-april-2021-and-5-april-2022/yes,"Claiming tax refund on p800
Doesn’t let me go any further than first 3 questions "
360,/claim-tax-refund/y/pay-from-a-job/between-6-april-2021-and-5-april-2022/yes,"Trying to claim a tax refund 
I followed each step but there is no option to then claim the refund. The questions are on a loop and when I’ve answered them the page just asks if it was useful. It isn’t! And I’m no further forward "
361,/income-tax-rates,"Food prices are doubled now.   [REMOVED]	Up to £12,570	0% tax is still same. dodgy politician, this year  Christmas gift I will send you katora for begging. Because what you stealing from other countrys is finished now. 
Nothing wrong, we paid income tax, council tax, WHY WE PAYING? Police not able to help because of government low, long waiting list in hospital. Criminal are free.RAPE, MURDER IS NORMAL NOW. "
362,/claim-tax-refund/y/pay-from-a-job/between-6-april-2021-and-5-april-2022/yes,"FILLING OUT ANSWERS CORRECTLY
1. What did you pay too much tax on?	Pay from a job	Change1. What did you pay too much tax on?
2. When did you pay the tax?	Between 6 April 2021 and 5 April 2022	Change2. When did you pay the tax?
3. Have you got a tax calculation letter from HMRC?	Yes	Change3. Have you got a tax calculation letter from HMRC?"
363,/claim-tax-refund/y/pay-from-a-job/between-6-april-2021-and-5-april-2022/yes,"Claiming a tax refund 
No button to submit answers to questions about tax overpayment"
364,/claim-tax-refund/y/pay-from-a-job/between-6-april-2021-and-5-april-2022/yes,"Reclaiming overpaid tax
no submit button "
365,/claim-tax-refund/y/pay-from-a-job/between-6-april-2021-and-5-april-2022/yes,"Trying to claim refund 
The site is going round in circles and not allowing me to claim my tax refund online "
366,/claim-tax-refund/y/pay-from-a-job/between-6-april-2021-and-5-april-2022/yes,"I have a p800 and trying to get my tax rebate, my p800 letter says it was sent to pocket tax,
I have not received a cheque,and I never heard of pocket tax,,what has happened to the cheque "
367,/government/publications/rates-and-allowances-income-tax/income-tax-rates-and-allowances-current-and-past,"Trying to find dividend tax rates for years AFTER 2016.  Such as 2021/22.  
Historical dividend tax rates seem to have disappeared from gov.uk.  This page only covers to 2016.  The linked page on the new dividend tax allowance only covers 2022/2023. "
368,/claim-tax-refund/y/pay-from-a-job/between-6-april-2021-and-5-april-2022/yes,"Trying to claim my p800 refund 
"
369,/claim-tax-refund/y,"I am going to shoot Melissa
A bomb will go off underneath Bristol"
370,/claim-tax-refund/y,"Letter received from you today saying HMRC owes me £97.65 but you are sending MY cheque to TAX TREE WHY !!!! Who is tax tree !!! Is this a SCAM
Response needed asap "
371,/claim-tax-refund/y/a-pension/a-private-pension/an-additional-lump-sum-or-cash-payment-such-as-drawdown/you-took-the-money-from-a-defined-contribution-scheme-for-example-drawdown/no/no,"I AM TRYING TO LOG ON AND YOU WANT ME TO DO A SURVEY 
 
Everything!"
372,/claim-tax-refund/y/pay-from-a-job/between-6-april-2021-and-5-april-2022/yes,"Claiming tax back putting all details in and go to claim and then says 
Will not let me go any further keep saying something wrong with this page"
373,/claim-tax-refund/y/pay-from-a-job/between-6-april-2021-and-5-april-2022/yes,"Trying to claim a tax refund
Answer you questions but doesn't allow me to move forward "
374,/claim-tax-refund/y/pay-from-a-job/between-6-april-2021-and-5-april-2022/yes,"Reviewing answers to questions relating to claiming a tax refund.
The page showed what answers I’d input, but there is no ‘next’ or ‘enter’ or ‘claim’ button so I was stuck on that page and could not progress the claim."
375,/claim-tax-refund/y/pay-from-a-job/between-6-april-2021-and-5-april-2022/yes,"Trying to get access to a tax refund via p800 letter
Would not progress my application"
376,/claim-tax-refund/y/pay-from-a-job/between-6-april-2021-and-5-april-2022/yes,"I am trying to get my tax refund
I answered three questions and it won't let me do [REMOVED].
"
377,/claim-tax-refund/y,"trying to claim for working from home
The page doesn't load past 'Job expenses such as working from home, fuel, work clothing or tools' - you can only choose to change the year you're claiming, but nothing happens"
378,/claim-tax-refund/y/pay-from-a-job/on-or-after-6-april-2022/current-job,"Trying to claim a refund on my tax - I should not be paying any tax as I do not earn enough. Also I seem to have an assortment of tax codes for my 3 small pensions. My current job is as an exam invigilator which is part time for approximately 12 weeks a year but not always every day.
I filled in the page in question but there was nowhere to send it or progress through to give anymore details. Can’t see what to do next."
379,/claim-tax-refund/y/pay-from-a-job/between-6-april-2018-and-5-april-2021,"Can not claim online 
Tax refund "
380,/claim-tax-refund/y/pay-from-a-job/between-6-april-2021-and-5-april-2022/yes,"Trying to claim a refund 
Keeps taking you round in circles. The links say can’t access this service from this page. Even via the website on letter says the same "
381,/claim-tax-refund/y/pay-from-a-job/between-6-april-2021-and-5-april-2022/yes,"Trying to move on to next page
There is no 'Next' button. Keeps sending me back to the home page"
382,/claim-tax-refund/y/pay-from-a-job/between-6-april-2021-and-5-april-2022/yes,"Trying to claim my p800 refund
Not enough questions, no where to go"
383,/claim-tax-refund/y/pay-from-a-job/between-6-april-2021-and-5-april-2022/yes,"Trying to claim refund
Not going through keeps repeating questions"
384,/claim-tax-refund/y/pay-from-a-job/between-6-april-2021-and-5-april-2022/yes,"Trying to claim tax refund as letter suggested
It asked me 3 questions but that’s it, doesn’t take me any further"
385,/claim-tax-refund/y/pay-from-a-job/between-6-april-2021-and-5-april-2022/yes,"It does not let me submit my answer- it just asks if page is helpful
as a ove"
386,/claim-tax-refund/y/pay-from-a-job/between-6-april-2021-and-5-april-2022/yes," claiming tax P800 refund after receiving a letter
Fill all information then site stops going forward"
387,/claim-tax-refund/y,"Trying to fill in the amount of pension paid and amount deducted 
Entered first amount but when I entered the second amount it cancelled the first amount.. "
388,/claim-tax-refund/y/a-pension/a-private-pension/the-regular-income-from-your-pension,"trying to find ot when i will recieve my income tax refund
cant get to a page showing the information on when i will recieve my cheque"
389,/claim-tax-refund/y/pay-from-a-job/between-6-april-2021-and-5-april-2022/yes,"Trying to claim a refund after receiving a p800 letter
I can't proceed with the application since the page keeps reverting back to questions already answered."
390,/claim-tax-refund/y,"Trying to claim a tax rebate 
The page will not allow me to continue and keeps saying start again "
391,/claim-tax-refund/y/pay-from-a-job/between-6-april-2021-and-5-april-2022/yes,"Requesting a tax refund p800 letter feceived
It continually sent me round in a loop"
392,/claim-tax-refund/y/pay-from-a-job/between-6-april-2021-and-5-april-2022/yes,"It stopped and did not allow me to proceed to next step. Dead end.
Dead end."
393,/claim-tax-refund/y/pay-from-a-job/between-6-april-2021-and-5-april-2022/yes,"I am trying to make a tax clam repayment
i have done everything it says and have a ID number. I never seem to get to the page i need to."
394,/claim-tax-refund/y/pay-from-a-job/between-6-april-2021-and-5-april-2022/yes,"trying tp fill p800
not going through"
395,/claim-tax-refund/y/pay-from-a-job/between-6-april-2021-and-5-april-2022/yes,"Trying to do tax rabate
telling me i cant go forward i paid too much tax and need it back as on verge of being homeless"
396,/claim-tax-refund/y/pay-from-a-job/on-or-after-6-april-2022,"trying to claim tax refund for current year on current job
won't let me go any further"
397,/claim-tax-refund/y/pay-from-a-job/between-6-april-2021-and-5-april-2022/yes,"Claim  a tax refund
not showing the next step button"
398,/claim-tax-refund/y/a-pension/a-private-pension/an-additional-lump-sum-or-cash-payment-such-as-drawdown/you-took-the-money-from-a-defined-contribution-scheme-for-example-drawdown/yes/yes,"Trying to claim a tax rebate
You did not accept the identification details I provided.
I have since contacted DVLA re my driving licence number (I had to return my licence to be renewed at 70) which will give me one of the sources you demand, but your website will not let me complete my claim."
399,/claim-tax-refund/y/pay-from-a-job/between-6-april-2021-and-5-april-2022/yes,"trying to move to next section
no next sectionbutton"
400,/claim-tax-refund/y/pay-from-a-job/between-6-april-2021-and-5-april-2022/yes,"trying to claim a tax refund and just going around in circles,
no portal to next page."
401,/claim-tax-refund/y/pay-from-a-job/between-6-april-2021-and-5-april-2022/yes,"Filling out a form to get back tax owed 
There is no next tab to complete the form "
402,/claim-tax-refund/y/pay-from-a-job/between-6-april-2021-and-5-april-2022/yes,"Trying to claim a tax refund
The web page doesnt progress, instructions are very poor"
403,/claim-tax-refund/y/pay-from-a-job/between-6-april-2021-and-5-april-2022/yes,"Trying to claim a tax refund
No button to coninue"
404,/claim-tax-refund/y/pay-from-a-job/between-6-april-2021-and-5-april-2022/yes,"Trying to claim a tax refund
After the third question, there is no way to progress. No button for next. Nothing. "
